,Date-Time,Latitude,Depth,Mag,Location
535,05 November 2018 - 01:46 PM,121.03,022,2.1,013 km N 88° E of Adams (Ilocos Norte)
536,05 November 2018 - 01:13 PM,122.38,003,2.7,006 km N 04° W of Leon (Iloilo)
537,05 November 2018 - 12:36 PM,126.90,004,2.9,044 km N 57° E of Baganga (Davao Oriental)
538,05 November 2018 - 12:09 PM,122.37,010,2.1,008 km N 31° W of Leon (Iloilo)
539,05 November 2018 - 12:09 PM,121.22,029,3.6,080 km N 18° W of Calayan (Cagayan)
540,05 November 2018 - 12:06 PM,125.72,012,3.0,020 km N 37° E of Malita (Davao Occidental)
541,05 November 2018 - 11:49 AM,126.32,024,3.1,073 km S 72° E of Don Marcelino (Davao Occidental)
542,05 November 2018 - 11:48 AM,121.96,022,2.5,040 km N 49° W of Gutalac (Zamboanga Del Norte)
543,05 November 2018 - 11:31 AM,122.37,009,2.3,003 km N 37° W of Leon (Iloilo)
544,05 November 2018 - 11:22 AM,122.34,014,2.4,005 km S 84° W of Leon (Iloilo)
545,05 November 2018 - 11:05 AM,122.37,008,2.0,004 km N 38° W of Leon (Iloilo)
546,05 November 2018 - 10:54 AM,122.30,003,4.9,009 km S 89° W of Leon (Iloilo)
547,05 November 2018 - 10:42 AM,126.61,055,2.7,114 km S 74° E of Jose Abad Santos (Davao Occidental)
548,05 November 2018 - 09:22 AM,122.38,012,2.2,002 km N 42 W of Leon (Iloilo)
549,05 November 2018 - 09:18 AM,122.36,014,2.8,004 km S 69° W of Leon (Iloilo)
550,05 November 2018 - 08:46 AM,122.40,002,2.7,008 km N 09° E of Leon (Iloilo)
551,05 November 2018 - 07:46 AM,122.28,001,4.6,012 km N 88° W of Leon (Iloilo)
552,05 November 2018 - 07:45 AM,122.38,005,3.9,002 km S 29° W of Leon (Iloilo)
553,05 November 2018 - 07:29 AM,124.63,001,2.7,004 km S 60° W of Bumbaran (Lanao del Sur)
554,05 November 2018 - 07:26 AM,126.69,002,3.4,039 km N 77° E of Hinatuan (Surigao del Sur)
555,05 November 2018 - 07:20 AM,126.75,008,3.4,046 km N 83° E of Hinatuan (Surigao del Sur)
556,05 November 2018 - 07:09 AM,126.68,001,3.6,038 km N 79° E of Hinatuan (Surigao del Sur)
557,05 November 2018 - 05:48 AM,126.24,065,3.3,138 km S 38° E of Sarangani (Davao Occidental)
558,05 November 2018 - 05:37 AM,120.18,021,2.7,019 km S 83° W of Santa Catalina (Ilocos Sur)
559,05 November 2018 - 04:59 AM,119.31,018,2.8,064 km S 89° W of Palauig (Zambales)
560,05 November 2018 - 02:02 AM,126.75,059,2.8,143 km S 81° E of Sarangani (Davao Occidental)
561,05 November 2018 - 01:26 AM,123.96,001,2.1,037 km N 36° W of Pandan (Catanduanes)
562,05 November 2018 - 01:21 AM,126.89,147,2.4,069 km S 45° E of Tarragona (Davao Oriental)
563,04 November 2018 - 10:52 PM,127.40,091,2.8,206 km S 45° E of Governor Generoso (Davao Oriental)
564,04 November 2018 - 09:32 PM,120.45,031,2.0,012 km S 07° E of Santa Ignacia (Tarlac)
565,04 November 2018 - 09:27 PM,126.97,038,3.1,088 km S 41° E of Tarragona (Davao Oriental)
566,04 November 2018 - 09:02 PM,121.38,019,2.5,042 km N 48° E of Claveria (Cagayan)
567,04 November 2018 - 09:02 PM,123.91,032,1.7,014 km S 66° E of Bacaycay (Albay)
568,04 November 2018 - 06:47 PM,126.10,010,3.5,041 km S 03° E of Governor Generoso (Davao Oriental)
569,04 November 2018 - 06:27 PM,121.82,001,3.4,046 km N 85° E of Dingalan (Aurora)
570,04 November 2018 - 06:09 PM,124.20,007,2.3,008 km S 60° E of Rapu-rapu (Albay)
571,04 November 2018 - 04:07 PM,120.95,034,2.1,009 km S 84° E of Carasi (Ilocos Norte)
572,04 November 2018 - 03:55 PM,124.06,619,6.0,003 km N 73° W of Pualas (Lanao Del Sur)
573,04 November 2018 - 01:27 PM,126.08,001,3.4,079 km S 58° E of Sarangani (Davao Occidental)
574,04 November 2018 - 10:54 AM,125.26,020,2.4,009 km N 49° E of Hinunangan (Southern Leyte)
575,04 November 2018 - 10:42 AM,120.25,039,2.3,032 km S 48° W of Paluan (Occidental Mindoro)
576,04 November 2018 - 08:34 AM,121.79,006,2.0,034 km S 47° E of Baler (Aurora)
577,04 November 2018 - 06:08 AM,124.33,001,2.8,005 km S 71° E of Barira (Maguindanao)
578,04 November 2018 - 05:35 AM ,123.81,005,2.2,006 km N 57° E of San Fernando (Masbate)
579,04 November 2018 - 05:21 AM,127.37,004,4.2,115 km N 83° E of Hinatuan (Surigao Del Sur)
580,04 November 2018 - 05:19 AM,126.49,127,2.1,017 km S 29° W of Caraga (Davao Oriental)
581,04 November 2018 - 03:15 AM,124.59,012,2.6,089 km S 31° W of Maasim (Sarangani)
582,04 November 2018 - 02:36 AM,121.95,001,3.1,015 km N 04° W of Belison (Antique)
583,04 November 2018 - 01:10 AM,124.53,026,2.2,037 km N 28° E of Biri (Northern Samar)
584,04 November 2018 - 01:08 AM,126.70,033,1.7,046 km S 74° E of Marihatag (Surigao Del Sur)
585,04 November 2018 - 12:53 AM,124.08,032,1.7,006 km N 51° W of Rapu-rapu (Albay)
586,04 November 2018 - 12:51 AM,120.45,038,2.4,004 km S 38° W of Badoc (Ilocos Norte)
587,04 November 2018 - 12:34 AM,119.53,030,1.7,064 km S 72° W of San Antonio (Zambales)
588,03 November 2018 - 11:38 PM,120.39,109,1.8,026 km S 76° W of Nasugbu (Batangas)
589,03 November 2018 - 11:33 PM,125.92,138,2.7,106 km S 28° E of Sarangani (Davao Occidental)
590,03 November 2018 - 10:30 PM,120.43,066,1.8,002 km S 61° W of Santol (La Union)
591,03 November 2018 - 10:17 PM,126.79,008,2.5,047 km S 64° E of Lingig (Surigao del Sur)
592,03 November 2018 - 09:40 PM,121.01,004,2.1,001 km S 30° E of Ambaguio (Nueva Vizcaya)
593,03 November 2018 - 09:37 PM,124.63,029,1.7,050 km N 75° E of Prieto Diaz (Sorsogon)
594,03 November 2018 - 09:21 PM,121.56,013,2.9,007 km N 41° W of Quezon (Isabela)
595,03 November 2018 - 09:18 PM,124.96,014,2.0,063 km S 75° E of Gigmoto (Catanduanes)
596,03 November 2018 - 09:03 PM,124.97,004,2.5,068 km S 76° E of Baras (Catanduanes)
597,03 November 2018 - 08:39 PM,121.51,017,2.5,011 km N 64° W of Quezon (Isabela)
598,03 November 2018 - 08:33 PM,125.57,152,3.1,008 km S 14° W of Dinagat (Dinagat)
599,03 November 2018 - 08:04 PM,120.15,003,2.7,025 km S 21° W of Looc (Occidental Mindoro)
600,03 November 2018 - 05:25 PM,126.12,001,3.3,188 km S 22° E of Sarangani (Davao Occidental)
601,03 November 2018 - 05:08 PM,124.48,008,2.5,039 km N 60° E of Pandan (Catanduanes)
602,03 November 2018 - 02:32 PM,119.66,021,2.7,075 km N 83° W of Sanata Catalina (Ilocos Sur)
603,03 November 2018 - 11:54 AM,119.61,017,2.3,048 km S 54° W of Iba (Zambales)
604,03 November 2018 - 11:11 AM,120.59,125,2.2,023 km N 40° W of Abra De Ilog (Occidental Mindoro)
605,03 November 2018 - 09:16 AM,123.34,011,2.8,001 km S 37° E of La Libertad (Negros Oriental)
606,03 November 2018 - 06:18 AM,126.54,047,3.9,120 km S 58° E of Jose Abad Santos (Davao Occidental)
607,03 November 2018 - 05:09 AM,125.96,032,2.7,064 km S 36° E of Jose Abad Santos (Davao Occidental)
608,03 November 2018 - 05:08 AM,126.78,017,2.5,054 km N 65° E of Hinatuan (Surigao Del Sur)
609,03 November 2018 - 05:07 AM,120.15,007,2.4,033 km S 70° W of Candon City (Ilocos Sur)
610,03 November 2018 - 04:53 AM,123.67,031,1.7,005 km N 69° W of San Fernando (Cebu)
611,03 November 2018 - 04:43 AM,126.24,021,2.3,017 km S 58° E of General Luna (Surigao del Norte)
612,03 November 2018 - 04:39 AM,125.94,024,2.8,053 km N 78° E of Sarangani (Davao Occidental)
613,03 November 2018 - 04:29 AM,124.22,003,2.5,0049km North 00 of Danao (Bohol)
614,03 November 2018 - 01:04 AM,126.71,024,3.1,239 km S 35° E of Sarangani (Davao Occidental)
615,03 November 2018 - 01:04 AM,125.91,107,2.1,029 km S 54° E of Don Marcelino (Davao Occidental)
616,03 November 2018 - 12:17 AM,121.03,032,2.2,012 km N 53° E of Calintaan (Occidental Mindoro)
617,03 November 2018 - 12:09 AM,126.70,021,2.1,073 km S 23° E of Tarragona (Davao Oriental)
618,02 November 2018 - 11:17 PM,120.16,022,2.0,021 km S 27° W of Looc (Occidental Mindoro)
619,02 November 2018 - 10:34 PM,120.05,023,2.0,010 km S 15° E of Botolan (Zambales)
620,02 November 2018 - 10:23 PM,125.43,020,2.5,011 km S 13° W of Sulat (Eastern Samar)
621,02 November 2018 - 06:09 PM,120.05,026,2.1,012 km N 71° E of Anda (Pangasinan)
622,02 November 2018 - 05:05 PM,124.18,028,2.1,008 km N 14° W of Carmen (Bohol)
623,02 November 2018 - 11:18 AM,126.89,002,2.9,064 km N 75° E of Hinatuan (Surigao Del Sur)
624,02 November 2018 - 08:48 AM,124.06,001,3.4,002 km N 76° W of Sagbayan (Bohol)
625,02 November 2018 - 08:39 AM,126.60,008,2.7,032 km N 64° E of Hinatuan (Surigao Del Sur)
626,02 November 2018 - 06:24 AM,119.04,033,3.0,123 km S 67° W of San Antonio (Zambales)
627,02 November 2018 - 06:16 AM,120.68,023,2.9,008 km N 30° E of Burgos (Ilocos Norte)
628,02 November 2018 - 03:59 AM,126.88,009,3.2,061 km N 79° E of Hinatuan (Surigao Del Sur)
629,02 November 2018 - 02:25 AM,123.90,007,2.0,026 km S 55° W of San Vicente (Northern Samar)
630,02 November 2018 - 01:59 AM,125.01,033,2.0,042 km N 01° W of Laoang (Northern Samar)
631,02 November 2018 - 01:17 AM,126.51,031,2.0,004 km S 55° W of Manay (Davao Oriental)
632,02 November 2018 - 12:54 AM,126.89,159,2.8,079 km S 39° E of Tarragona (Davao Oriental)
633,02 November 2018 - 12:35 AM,126.63,004,2.6,034 km N 71° E of Hinatuan (Surigao Del Sur)
634,02 November 2018 - 12:20 AM,126.95,002,3.4,067 km N 85° E of Hinatuan (Surigao Del Sur)
635,01 November 2018 - 11:24 PM,125.19,003,3.0,002 km S 09° W of Hinunangan (Southern Leyte)
636,01 November 2018 - 10:29 PM,126.74,005,3.2,045 km N 84° E of Hinatuan (Surigao Del Sur)
637,01 November 2018 - 07:51 PM,126.28,004,3.0,039 km N 35° E of Burgos (Surigao Del Norte)
638,01 November 2018 - 03:58 PM,120.92,001,2.0,010 km S 35° E of Tingloy (Batangas)
639,01 November 2018 - 03:38 PM,126.05,015,2.6,023 km N 07° W of Burgos (Surigao del Norte)
640,01 November 2018 - 02:58 PM,120.63,112,2.0,017 km S 01° E of Calatagan (Batangas)
641,01 November 2018 - 02:01 PM,120.61,118,2.1,017 km S 09° W of Calatagan (Batangas)
642,01 November 2018 - 01:59 PM,126.83,001,3.5,056 km N 75° E of Hinatuan (Surigao Del Sur)
643,01 November 2018 - 12:57 PM,119.79,018,2.5,028 km S 46° W of Iba (Zambales)
644,01 November 2018 - 11:37 AM,123.65,001,2.2,068 km N 55° W of Pandan (Catanduanes)
645,01 November 2018 - 11:22 AM,122.56,019,2.2,056 km N 21° E of Jomalig (Quezon)
646,01 November 2018 - 09:56 AM,126.69,057,3.6,086 km S 52° E of Governor Generoso (Davao Occidental)
647,01 November 2018 - 08:14 AM,125.31,025,2.5,013 km S 68° W of Taft (Eastern Samar)
648,01 November 2018 - 05:24 AM,120.64,089,2.1,014 km S 03° E of Calatagan (Batangas)
649,01 November 2018 - 05:13 AM,121.77,002,2.2,047 km S 28° E of Baler (Aurora)
650,01 November 2018 - 03:52 AM,125.74,031,2.5,021 km S 21° E of Panabo City (Davao Del Norte)
651,01 November 2018 - 03:42 AM,120.31,018,2.4,015 km S 77° W of Santiago (Ilocos Sur)
652,01 November 2018 - 03:27 AM,126.79,023,2.7,035 km N 47° E of Baganga (Davao Oriental)
653,01 November 2018 - 03:09 AM,124.17,004,2.3,008 km N 43° W of Danao (Bohol)
654,01 November 2018 - 02:57 AM,124.91,002,3.2,015 km S 14° W of Tupi (South Cotabato)
655,01 November 2018 - 01:47 AM,126.36,020,3.1,101 km S 79° E of Sarangani (Davao Occidental)
656,01 November 2018 - 01:29 AM,119.80,033,2.3,060 km N 78° W of Bacnotan (La Union)
657,01 November 2018 - 12:40 AM,126.40,022,3.3,027 km N 51° E of Mati (Davao Oriental)
658,01 November 2018 - 12:06 AM,120.95,033,2.1,027 km S 19° E of Tingloy (Batangas)
